App name,App status,Graph API access,Permission type,Consent type,Publisher,Last modified,Added on,Permission usage,Data usage,Privilege level
 reMarkable Integrations OneDrive,Disabled by user,Yes,Delegated,User (1),Remarkable AS,2023-10-31T14:05:43.000Z,2023-10-01T14:44:18.000Z,In use,0,High
acr-sod-sp,Enabled,Yes,Mixed,Admin,N/A,,2020-12-01T14:57:46.000Z,N/A,0,High
Acrobat web connector,Enabled,Yes,Delegated,User (2),Adobe Inc.,,2022-06-07T08:20:43.000Z,Some unused,0,High
Actions Platform,Enabled,No,Delegated,Admin,N/A,,2020-11-17T15:32:18.000Z,N/A,0,None
AddEvent.com,Enabled,Yes,Delegated,User (54),N/A,2023-10-03T12:37:50.000Z,2020-07-10T18:35:21.000Z,Some unused,0,Medium
Adobe Acrobat,Enabled,Yes,Delegated,User (436),Adobe Inc.,2023-10-30T17:13:01.000Z,2021-02-19T11:43:32.000Z,Some unused,571.93 MB,High
Adobe Acrobat Reader,Enabled,Yes,Delegated,Admin,Adobe Inc.,2023-10-31T15:19:43.000Z,2021-03-05T17:12:21.000Z,In use,0,High
Adobe Acrobat Reader for PDF,Enabled,Yes,Delegated,Admin,N/A,2023-10-31T15:27:07.000Z,2020-11-03T14:49:34.000Z,In use,0,High
Adobe Sign for Office365,Disabled by user,Yes,Delegated,User (1),N/A,2023-10-31T14:06:13.000Z,2020-05-15T10:54:49.000Z,Some unused,0,High
Affinity,Disabled by user,Yes,Delegated,User (1),"Project Affinity, Inc.",2023-10-31T14:06:37.000Z,2022-04-25T12:05:17.000Z,Some unused,0,High
Afik Developement,Enabled,Yes,Mixed,Admin,N/A,2023-08-27T06:47:45.000Z,2022-02-16T11:38:19.000Z,N/A,0,High
ALADDIN - Subscription Creation - DEV,Enabled,Yes,Mixed,Admin,N/A,2023-10-31T16:12:41.000Z,2022-10-03T08:48:02.000Z,N/A,0,High
ALADDIN - Subscription Creation - PRD,Enabled,Yes,Mixed,Admin,N/A,2023-10-17T07:51:40.000Z,2022-10-03T08:49:39.000Z,N/A,0,Medium
AlienVault_OTX_V2,Enabled,Yes,Mixed,Admin,N/A,2023-10-22T09:57:19.000Z,2023-10-22T09:09:47.000Z,N/A,0,Medium
Amazon Alexa Connect,Disabled by user,Yes,Delegated,User (6),N/A,2023-01-14T20:01:21.000Z,2020-09-02T22:17:31.000Z,Some unused,0,High
amazon.jobs,Disabled by user,Yes,Delegated,User (5),N/A,2023-04-22T19:19:03.000Z,2020-12-23T10:14:31.000Z,Some unused,0,High
anton-openshift-sp,Enabled,No,Mixed,Admin,N/A,,2020-03-02T10:23:26.000Z,N/A,0,None
app-b2c-test,Enabled,No,Delegated,User (1),N/A,,2021-02-08T12:52:46.000Z,N/A,0,None
AppSheet,Disabled by user,Yes,Delegated,User (70),N/A,2023-10-31T14:07:51.000Z,2020-07-12T13:49:17.000Z,Some unused,0,High
Aqua Mail,Enabled,No,Delegated,User (2),N/A,,2022-05-29T12:02:07.000Z,N/A,0,None
Arc,Enabled,Yes,Delegated,User (1),The Browser Company of New York Inc,2023-10-23T10:28:31.000Z,2023-10-23T10:28:31.000Z,Some unused,0,High
ArcGIS Online Data Loader,Disabled by user,Yes,Delegated,User (2),N/A,2023-03-22T19:23:03.000Z,2023-03-01T10:23:14.000Z,Some unused,0,Medium
Atlassian Links,Disabled by user,Yes,Delegated,User (1),N/A,2023-10-31T14:08:10.000Z,2022-12-21T18:25:15.000Z,Some unused,0,High
Attendance-App-Hatal,Enabled,Yes,Delegated,User (32),N/A,,2021-04-12T10:15:09.000Z,Some unused,0,Medium
AttendanceHatal-dev,Enabled,Yes,Delegated,User (607),N/A,2023-06-22T12:18:22.000Z,2022-01-20T15:44:47.000Z,Some unused,0,Medium
AttendanceHatal-test,Enabled,Yes,Delegated,User (173),N/A,2023-01-29T06:36:28.000Z,2021-11-01T12:57:21.000Z,Some unused,0,Medium
AU_09 - Gray - AZ Infra Creator DevOps - PROD,Enabled,Yes,Mixed,Admin,N/A,,2022-04-05T08:53:31.000Z,N/A,0,Medium
AU_09_IAFScheduler,Enabled,Yes,Mixed,Admin,N/A,2023-07-02T11:30:03.000Z,2021-12-02T09:12:37.000Z,N/A,0,High
AU_09_IAFScheduler_Test,Enabled,Yes,Mixed,Admin,N/A,2023-06-13T13:19:49.000Z,2023-06-05T12:00:37.000Z,Some unused,0,Medium
AU_09_TovalApp,Enabled,Yes,Mixed,Admin,N/A,2023-03-27T13:06:37.000Z,2022-07-05T08:27:35.000Z,Some unused,0,High
AU_09_TovalApp_Dev,Enabled,Yes,Mixed,Admin,N/A,2023-03-27T13:07:08.000Z,2023-01-01T13:02:44.000Z,Some unused,0,High
AU_09_TovalApp_Test,Enabled,Yes,Mixed,Admin,N/A,2023-04-02T07:25:56.000Z,2022-12-11T09:58:36.000Z,Some unused,0,High
Auto Security Alerts Reports,Enabled,Yes,Mixed,Admin,N/A,2023-05-28T11:48:36.000Z,2021-05-19T07:27:01.000Z,N/A,0,Medium
AutoCAD,Disabled by user,Yes,Delegated,User (1),N/A,2023-10-31T14:08:34.000Z,2023-07-18T16:40:17.000Z,Some unused,0,High
Automate.io,Disabled by user,Yes,Delegated,User (2),N/A,,2021-07-13T19:40:53.000Z,Some unused,0,High
avia-hafifa-spn,Enabled,Yes,Mixed,Admin,N/A,2023-09-05T09:19:49.000Z,2023-09-05T08:32:55.000Z,N/A,0,Medium
aws-automation-spn,Enabled,Yes,Mixed,Admin,N/A,,2022-10-30T12:21:52.000Z,Some unused,0,High
aws-mailbox,Enabled,Yes,Mixed,Admin,N/A,2023-06-05T08:11:32.000Z,2022-11-06T08:31:57.000Z,Some unused,0,High
awsAccountAutomationPhone,Enabled,Yes,Mixed,Admin,N/A,2023-12-02T12:35:53.000Z,2023-06-07T13:13:15.000Z,N/A,0,High
ayalon,Disabled by user,Yes,Delegated,User (4),N/A,2023-10-31T14:09:40.000Z,2021-01-05T09:09:08.000Z,Some unused,0,High
Azure Logic Apps - Azure AD,Enabled,Yes,Delegated,Admin,N/A,,2020-06-08T13:17:10.000Z,N/A,0,High
B2C-Test23,Enabled,No,Delegated,User (4),N/A,,2021-02-10T13:09:30.000Z,N/A,0,None
Bites,Enabled,Yes,Mixed,Admin,N/A,2023-11-06T12:42:35.000Z,2020-10-22T18:12:52.000Z,Some unused,0,High
Bitnami Launchpad for Microsoft Azure,Enabled,No,Delegated,User (3),N/A,,2020-04-02T07:43:32.000Z,N/A,0,None
Bluecoins,Disabled by user,Yes,Delegated,User (1),N/A,2023-10-31T14:10:15.000Z,2022-09-29T22:30:05.000Z,Some unused,0,High
Brother iPrintAndScan,Disabled by user,Yes,Delegated,User (1),N/A,2023-10-31T14:11:10.000Z,2022-04-06T16:44:39.000Z,Some unused,0,High
Brother Web Connect,Disabled by user,Yes,Delegated,User (1),N/A,,2021-08-11T08:03:39.000Z,Some unused,0,High
ca-automation-test,Enabled,Yes,Mixed,Admin,N/A,2023-11-07T15:04:06.000Z,2023-11-07T15:02:48.000Z,N/A,0,Medium
calendly,Enabled,No,Delegated,User (4),N/A,2023-06-14T10:35:13.000Z,2021-03-08T09:25:36.000Z,N/A,0,None
Calendly,Enabled,Yes,Delegated,User (16),N/A,2023-07-24T07:16:21.000Z,2022-01-16T22:54:19.000Z,In use,0,Medium
Calendly Integrations,Enabled,Yes,Delegated,User (3),Calendly LLC,,2021-07-04T05:22:22.000Z,Some unused,0,Medium
CalenGoo,Enabled,Yes,Delegated,User (1),N/A,,2022-11-22T18:18:42.000Z,N/A,0,Medium
Canon Easy-PhotoPrint Editor,Disabled by user,Yes,Delegated,User (1),N/A,2023-10-31T14:12:56.000Z,2023-08-04T11:46:52.000Z,Some unused,0,High
Canon PRINT Inkjet/SELPHY,Disabled by user,Yes,Delegated,User (2),N/A,,2022-06-30T20:48:37.000Z,Some unused,0,High
Canva,Disabled by user,Yes,Delegated,User (20),N/A,2023-10-31T14:14:16.000Z,2021-11-02T13:43:43.000Z,Some unused,0,High
Canva,Disabled by user,Yes,Delegated,User (104),Canva,2023-10-31T14:14:00.000Z,2022-11-15T19:54:46.000Z,Some unused,0,High
ccClick,Enabled,Yes,Mixed,Admin,N/A,2023-06-26T19:22:40.000Z,2022-05-02T09:58:11.000Z,Some unused,0,High
CDisplayEx,Disabled by user,Yes,Delegated,User (1),N/A,2023-10-31T14:14:41.000Z,2022-07-17T08:28:03.000Z,Some unused,0,High
Cellcom-AAD,Enabled,Yes,Mixed,Admin,N/A,2023-07-31T12:30:58.000Z,2023-07-31T11:20:45.000Z,N/A,0,Medium
CellcomSAML,Enabled,Yes,Mixed,Admin,N/A,2023-08-14T11:05:56.000Z,2023-07-30T07:51:53.000Z,N/A,0,Medium
chafe-owner-amit,Disabled by user,Yes,Application,Admin,N/A,2023-10-31T16:23:03.000Z,2023-08-22T11:39:49.000Z,N/A,0,High
Chartnado,Disabled by user,Yes,Delegated,User (1),Powder Software Inc.,2023-10-31T14:15:03.000Z,2022-06-13T14:24:01.000Z,Some unused,0,High
Chat Roulette,Disabled by user,Yes,Delegated,User (1),N/A,2023-10-31T14:15:20.000Z,2021-02-01T09:14:52.000Z,Some unused,0,High
CiraSync Personal Edition,Enabled,No,Delegated,User (1),Cira Apps Limited,,2021-06-29T13:42:33.000Z,N/A,0,None
Cirruspr-com-AA,Enabled,Yes,Mixed,Admin,N/A,,2023-02-01T14:43:57.000Z,N/A,0,High
Cisco Webex Meetings Mobile app,Disabled by user,Yes,Delegated,User (5),Cisco,2023-10-31T14:15:42.000Z,2022-02-08T06:07:24.000Z,Some unused,0,High
Cisco Webex Scheduler,Disabled by user,Yes,Delegated,User (57),Cisco,,2020-03-18T09:21:50.000Z,Some unused,0,High
click- company Events,Enabled,Yes,Mixed,Admin,N/A,,2021-10-24T12:40:54.000Z,Some unused,0,Medium
click-employeeTraining,Enabled,Yes,Mixed,Admin,N/A,,2022-12-22T08:02:46.000Z,Some unused,0,Medium
click-JITSiteAccess-app,Enabled,Yes,Mixed,Admin,N/A,,2022-02-10T12:30:50.000Z,N/A,0,High
click-requestAteam-app,Enabled,Yes,Delegated,Admin,N/A,,2022-02-07T12:53:38.000Z,N/A,0,Medium
clickCommunicator-authors,Enabled,Yes,Mixed,Admin,N/A,,2021-10-05T06:33:21.000Z,Some unused,0,High
ClickIDF - B2CGraphAPI - TST,Enabled,Yes,Mixed,Admin,N/A,,2021-11-24T15:29:03.000Z,N/A,0,High
ClickIDF - SyncUsers - PROD,Enabled,Yes,Mixed,Admin,N/A,2023-11-26T17:04:03.000Z,2021-09-13T16:29:42.000Z,In use,0,High
ClickIDF - WIFI- DEV,Enabled,No,Delegated,Admin,N/A,,2020-08-04T11:24:51.000Z,N/A,0,None
ClickSupportApp,Enabled,Yes,Mixed,Admin,N/A,,2022-04-06T14:43:36.000Z,N/A,0,Medium
Clio Outlook - EU,Disabled by user,Yes,Delegated,User (1),Themis Solutions Inc.,2023-02-01T14:23:59.000Z,2022-01-19T10:42:17.000Z,Some unused,0,High
Cloud Sync,Disabled by user,Yes,Delegated,User (1),N/A,2023-10-31T14:16:42.000Z,2022-05-11T21:29:46.000Z,Some unused,0,High
CloudDuplicateFinder,Disabled by user,Yes,Delegated,User (2),N/A,2023-10-31T14:16:59.000Z,2022-06-23T11:52:20.000Z,Some unused,0,High
CloudFuze,Disabled by user,Yes,Delegated,User (1),N/A,2023-10-31T14:17:29.000Z,2022-06-25T15:15:55.000Z,Some unused,0,High
CloudFuze,Disabled by user,No,Delegated,User (2),N/A,2023-02-01T14:34:25.000Z,2021-02-03T13:20:35.000Z,N/A,0,None
CloudMounter,Disabled by user,Yes,Delegated,User (4),N/A,2023-10-31T14:04:49.000Z,2019-12-16T01:25:28.000Z,Some unused,0,High
Cloudockit,Enabled,No,Delegated,User (1),N/A,,2021-06-14T07:58:03.000Z,N/A,0,None
Cloudockit,Enabled,No,Delegated,User (1),N/A,,2021-06-14T07:57:40.000Z,N/A,0,None
ContactOut,Disabled by user,Yes,Delegated,User (2),N/A,2023-10-31T14:18:05.000Z,2021-01-08T08:44:44.000Z,Some unused,0,High
coronai-dev,Enabled,No,Delegated,User (61),N/A,,2020-09-08T12:45:30.000Z,N/A,0,None
coronai-mabar,Enabled,No,Delegated,User (19),N/A,,2020-09-16T20:53:28.000Z,N/A,0,None
CoronaIDF/Prod/PowerBI,Enabled,No,Delegated,User (1),N/A,,2020-04-26T11:28:17.000Z,N/A,0,None
cpr-test,Enabled,No,Delegated,User (1),N/A,,2020-03-19T19:26:36.000Z,N/A,0,None
Cyber - Automation - prod,Enabled,Yes,Application,Admin,N/A,2023-08-16T07:17:39.000Z,2022-08-10T10:47:58.000Z,N/A,0,Medium
Cyber-Mador60-Amit-PRD,Enabled,Yes,Mixed,Admin,N/A,2023-11-16T15:23:02.000Z,2022-05-17T12:05:16.000Z,N/A,0,High
Cyberduck,Disabled by user,Yes,Delegated,User (1),N/A,,2020-07-01T10:46:51.000Z,Some unused,0,High
Cybertron,Enabled,Yes,Mixed,Admin,N/A,2023-08-07T12:22:08.000Z,2021-08-08T12:14:53.000Z,N/A,0,High
DaisyDisk,Disabled by user,Yes,Delegated,User (1),Software Ambience Corp.,2023-10-31T14:18:37.000Z,2023-06-21T19:05:56.000Z,In use,0,High
Deck.Toys,Enabled,No,Delegated,User (3),N/A,,2021-02-11T09:56:56.000Z,N/A,0,None
demo,Enabled,Yes,Delegated,User (1),N/A,,2021-01-26T09:11:58.000Z,Some unused,0,Medium
detach-ps-lambda,Disabled by user,Yes,Mixed,Admin,N/A,2023-10-31T16:40:11.000Z,2023-02-22T07:49:30.000Z,N/A,0,High
devsecops-example,Enabled,Yes,Delegated,User (1),N/A,,2020-12-21T09:07:33.000Z,Some unused,0,Medium
diagrams.net,Enabled,Yes,Delegated,Admin,N/A,2023-10-31T15:01:03.000Z,2020-03-16T06:50:17.000Z,In use,3.84 MB,High
Digital/Shikuf/API/Dev,Enabled,No,Delegated,User (1),N/A,,2020-05-21T08:12:44.000Z,N/A,0,None
Digital/Shikuf/Front/Dev,Enabled,No,Delegated,User (4),N/A,,2020-05-21T08:05:25.000Z,N/A,0,None
DigitalIDF - API Portal - Prod,Enabled,Yes,Mixed,Admin,N/A,2023-04-02T15:41:59.000Z,2020-02-09T13:12:03.000Z,N/A,0,Medium
DigitalIDF - Automation - Prod,Enabled,Yes,Application,Admin,N/A,2023-06-25T05:22:16.000Z,2021-07-29T14:24:43.000Z,N/A,0,High
DigitalIDF - Campus (Moodle) Teams Integration - Prod,Enabled,Yes,Mixed,Admin,N/A,2023-04-02T15:44:06.000Z,2022-02-23T10:00:07.000Z,Some unused,0,High
DigitalIDF - CoronaIDF - Dev,Enabled,Yes,Mixed,Admin,N/A,2023-04-02T15:48:01.000Z,2020-04-19T14:51:49.000Z,Some unused,0,High
DigitalIDF - CoronaIDF - Prod,Enabled,Yes,Mixed,Admin,N/A,2023-04-02T15:48:05.000Z,2020-04-19T16:19:54.000Z,Some unused,0,High
DigitalIDF - CoronaIDF - Test,Enabled,Yes,Mixed,Admin,N/A,2023-04-02T15:48:13.000Z,2020-04-19T09:31:35.000Z,Some unused,0,High
DigitalIDF - CPRGO - Prod,Enabled,No,Mixed,Admin,N/A,2023-04-02T15:48:33.000Z,2020-04-07T10:28:32.000Z,N/A,0,None
DigitalIDF - FixIT - Dev,Enabled,Yes,Mixed,Admin,N/A,,2020-07-01T10:29:14.000Z,N/A,0,High
DigitalIDF - Gitops - Prod,Enabled,Yes,Mixed,Admin,N/A,2023-11-28T10:08:52.000Z,2022-12-04T07:11:40.000Z,N/A,0,Medium
DigitalIDF - GLZ BO - PROD,Enabled,No,Delegated,Admin,N/A,,2020-12-14T11:22:09.000Z,N/A,0,None
DigitalIDF - Maarachot BO - PROD,Enabled,No,Delegated,Admin,N/A,2023-04-02T15:58:50.000Z,2021-01-25T18:08:43.000Z,N/A,0,None
DigitalIDF - Mim - Prod,Enabled,Yes,Mixed,Admin,N/A,2023-05-09T17:58:05.000Z,2021-11-04T09:49:22.000Z,N/A,0,Medium
DigitalIDF - MyPortal - Integration,Enabled,Yes,Mixed,Admin,N/A,2023-11-10T08:40:00.000Z,2022-07-04T08:56:43.000Z,N/A,0,High
DigitalIDF - MyPortal - PreProd,Enabled,Yes,Mixed,Admin,N/A,2023-08-10T08:46:27.000Z,2022-07-04T11:28:46.000Z,N/A,0,High
DigitalIDF - MyPortal - Prod,Enabled,Yes,Mixed,Admin,N/A,2023-11-14T14:22:39.000Z,2020-08-01T18:13:20.000Z,Some unused,0,High
DigitalIDF - Netbox - Prod,Enabled,No,Delegated,Admin,N/A,2023-11-02T09:47:34.000Z,2022-02-14T13:43:36.000Z,N/A,0,None
DigitalIDF - NextHR - PreProd,Enabled,Yes,Mixed,Admin,N/A,2023-04-02T16:03:16.000Z,2020-08-18T15:27:39.000Z,N/A,0,High
DigitalIDF - OTP - Prod,Enabled,Yes,Mixed,Admin,N/A,2023-04-02T16:05:16.000Z,2020-06-09T08:05:59.000Z,In use,0,High
DigitalIDF - SAPermissions - Dev,Enabled,Yes,Mixed,Admin,N/A,2023-11-06T16:10:26.000Z,2021-11-15T09:31:53.000Z,N/A,0,Medium
DigitalIDF - Sikur,Enabled,Yes,Mixed,Admin,N/A,2023-09-05T08:41:45.000Z,2022-05-02T08:39:32.000Z,N/A,0,High
DigitalIDF - Sikur - Dev,Enabled,Yes,Mixed,Admin,N/A,2023-07-06T08:28:29.000Z,2023-07-04T08:49:49.000Z,N/A,0,High
DigitalIDF - SmartBase - NonProd,Enabled,Yes,Mixed,Admin,N/A,2023-11-02T07:21:05.000Z,2020-01-22T13:53:05.000Z,Some unused,0,Medium
DigitalIdf - ThreatIntelligence - Prod,Enabled,Yes,Mixed,Admin,N/A,,2021-12-12T08:57:08.000Z,N/A,0,Medium
DigitalIDF - VMeet - Production,Enabled,Yes,Delegated,User (69),N/A,2023-10-31T12:37:23.000Z,2022-01-24T13:43:31.000Z,Some unused,0,Medium
Directory Searcher,Enabled,No,Delegated,User (1),N/A,,2019-10-31T08:33:47.000Z,N/A,0,None
Disk-O:,Disabled by user,Yes,Delegated,User (2),N/A,2023-02-01T14:34:21.000Z,2021-01-26T17:21:47.000Z,Some unused,0,High
dna,Enabled,Yes,Delegated,User (4),N/A,2023-03-29T07:16:00.000Z,2023-03-29T06:50:25.000Z,Some unused,0,Medium
DocHub,Disabled by user,Yes,Delegated,User (1),N/A,,2020-07-02T18:21:53.000Z,Some unused,0,High
DocScan,Disabled by user,Yes,Delegated,User (1),N/A,2023-10-31T14:19:29.000Z,2023-03-09T05:22:36.000Z,Some unused,0,High
Documents,Disabled by user,Yes,Delegated,User (10),N/A,2023-09-04T16:06:54.000Z,2021-04-08T14:06:40.000Z,In use,0,High
draw.io for Confluence Cloud,Disabled by user,Yes,Delegated,User (1),N/A,2023-10-31T14:20:05.000Z,2022-11-14T20:44:22.000Z,Some unused,0,High
drawio,Enabled,Yes,Delegated,User (5),N/A,,2019-09-13T18:24:02.000Z,Some unused,0,High
DriveToWeb,Disabled by user,Yes,Delegated,User (1),N/A,2023-02-01T14:25:59.000Z,2022-02-03T01:16:27.000Z,Some unused,0,High
Dugga Login,Enabled,No,Delegated,User (1),N/A,,2020-06-29T11:34:12.000Z,N/A,0,None
Dynamics-365,Enabled,No,Delegated,User (1),N/A,,2020-07-23T19:46:21.000Z,N/A,0,None
EasePDF,Disabled by user,Yes,Delegated,User (1),N/A,2023-10-31T14:20:43.000Z,2022-09-19T22:17:58.000Z,Some unused,0,High
EBSCO Discovery,Disabled by user,Yes,Delegated,User (3),N/A,2023-07-24T16:23:51.000Z,2022-12-17T19:12:09.000Z,Some unused,0,High
EdisonMail,Disabled by user,Yes,Delegated,User (3),N/A,2023-05-09T11:26:43.000Z,2022-10-05T12:59:46.000Z,Some unused,0,High
Edmodo,Disabled by user,Yes,Delegated,User (1),N/A,,2021-05-19T09:32:46.000Z,Some unused,0,High
Email,Enabled,No,Delegated,User (4),N/A,,2020-07-19T23:59:58.000Z,N/A,0,None
Email,Enabled,No,Delegated,User (22),N/A,,2019-10-27T18:24:50.000Z,N/A,0,None
EndNote,Disabled by user,Yes,Delegated,User (1),N/A,2023-10-31T14:21:44.000Z,2022-04-19T16:13:57.000Z,Some unused,0,High
Epson iPrint,Disabled by user,Yes,Delegated,User (1),N/A,2023-10-31T14:22:18.000Z,2022-09-04T09:49:06.000Z,Some unused,0,High
eReader Prestigio: Book Reader,Disabled by user,Yes,Delegated,User (2),N/A,2023-10-31T14:22:34.000Z,2022-01-23T06:27:03.000Z,Some unused,0,High
